Title,Description,Keywords,Reward,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.feedback,Answer.q_question-3D-0,Answer.q_question-3D-1,Answer.q_question-3D-2,Answer.q_question-3D-3,Answer.q_question-3D-4,Answer.q_question-3D-5,Answer.q_question-3D-6,Answer.q_question-stacked-1,Answer.q_question-stacked-2,Answer.q_question-stacked-3,Answer.q_question-stacked-4,Answer.q_question-stacked-5,Answer.q_question-stacked-6,Answer.tm,Approve,Reject
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3349,Submitted,Tue Jan 23 08:49:55 PST 2024,Tue Jan 23 08:59:27 PST 2024,Wed Jan 24 08:59:27 PST 2024,,,,572,0% (0/0),0% (0/0),0% (0/0),could not get the 3D questions to work properly,l,B,three,three,B,three,one,A,one,two,B,one,three,305.522,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3350,Submitted,Tue Jan 23 09:38:12 PST 2024,Tue Jan 23 09:53:53 PST 2024,Wed Jan 24 09:53:53 PST 2024,,,,941,100% (2013/2013),0% (0/0),0% (0/0),Thanks for letting me participate.,Chart not available,B,one,one,A,two,three,A,one,one,B,one,three,939.285,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3351,Submitted,Tue Jan 23 09:43:28 PST 2024,Tue Jan 23 10:09:31 PST 2024,Wed Jan 24 10:09:31 PST 2024,,,,1563,100% (1/1),0% (0/0),0% (0/0),Some of the 3D charts had difficulty loading.,one,B,two,three,A,two,one,A,one,two,B,one,three,847.175,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3352,Submitted,Tue Jan 23 07:48:28 PST 2024,Tue Jan 23 08:31:48 PST 2024,Wed Jan 24 08:31:48 PST 2024,,,,2600,0% (0/0),0% (0/0),0% (0/0),facing some issues in 3d cube segment,"-x,-y-z",B,two,two,A,one,three,A,one,two,B,one,three,138.947,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3353,Submitted,Tue Jan 23 07:51:46 PST 2024,Tue Jan 23 07:56:40 PST 2024,Wed Jan 24 07:56:40 PST 2024,,,,294,100% (1/1),100% (1/1),0% (0/0),good,x,A,one,two,B,three,three,A,three,none,A,three,two,141.36,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3354,Submitted,Tue Jan 23 08:35:35 PST 2024,Tue Jan 23 08:42:29 PST 2024,Wed Jan 24 08:42:29 PST 2024,,,,414,0% (0/0),0% (0/0),0% (0/0),{},hidden,B,one,one,A,two,three,A,one,two,B,one,three,398.741,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3355,Submitted,Tue Jan 23 07:48:47 PST 2024,Tue Jan 23 08:40:16 PST 2024,Wed Jan 24 08:40:16 PST 2024,,,,3089,0% (0/0),0% (0/0),0% (0/0),{},p,B,two,one,A,one,three,A,one,two,B,one,three,63.385,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3356,Submitted,Tue Jan 23 07:54:03 PST 2024,Tue Jan 23 07:56:41 PST 2024,Wed Jan 24 07:56:41 PST 2024,,,,158,100% (2/2),100% (2/2),0% (0/0),good,y,A,two,three,A,one,one,A,one,two,B,two,one,124.796,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3357,Submitted,Tue Jan 23 07:48:31 PST 2024,Tue Jan 23 08:34:43 PST 2024,Wed Jan 24 08:34:43 PST 2024,,,,2772,0% (0/0),0% (0/0),0% (0/0),3d section is not clearly understandable.,"-x,-y,-z",B,two,two,A,one,three,A,one,two,B,one,three,135.379,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3358,Submitted,Tue Jan 23 10:07:07 PST 2024,Tue Jan 23 10:09:46 PST 2024,Wed Jan 24 10:09:46 PST 2024,,,,159,100% (4605/4605),0% (0/0),0% (0/0),3D graphs do no successfully render in Google Chrome.,Unsure,none,none,none,none,none,none,A,one,two,B,one,three,145.194,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Jan 23 07:48:02 PST 2024,30,3600,86400,Tue Jan 30 07:48:02 PST 2024,,,3359,Submitted,Tue Jan 23 08:57:14 PST 2024,Tue Jan 23 09:57:07 PST 2024,Wed Jan 24 09:57:07 PST 2024,,,,3593,0% (0/0),0% (0/0),0% (0/0),I could not find the hidden axis.,3D,A,two,two,A,two,one,A,one,two,A,one,three,448.567,,
