Title,Description,Keywords,Reward,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.feedback,Answer.q_question-3D-0,Answer.q_question-3D-1,Answer.q_question-3D-2,Answer.q_question-3D-3,Answer.q_question-3D-4,Answer.q_question-3D-5,Answer.q_question-3D-6,Answer.q_question-stacked-1,Answer.q_question-stacked-2,Answer.q_question-stacked-3,Answer.q_question-stacked-4,Answer.q_question-stacked-5,Answer.q_question-stacked-6,Answer.tm,Approve,Reject
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,11,Approved,Tue Nov 14 14:34:12 PST 2023,Tue Nov 14 15:28:24 PST 2023,Wed Nov 15 15:28:24 PST 2023,Wed Nov 15 15:29:09 PST 2023,,,3252,100% (6/6),100% (2/2),100% (2/2),{},elephant,B,one,two,A,three,three,A,one,three,B,three,three,262.005,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,12,Approved,Tue Nov 14 14:33:19 PST 2023,Tue Nov 14 14:47:44 PST 2023,Wed Nov 15 14:47:44 PST 2023,Wed Nov 15 14:48:09 PST 2023,,,865,100% (1/1),100% (1/1),100% (1/1),{},y,C,three,one,A,one,three,B,one,two,C,one,one,204.798,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,13,Approved,Tue Nov 14 18:32:26 PST 2023,Tue Nov 14 18:37:02 PST 2023,Wed Nov 15 18:37:02 PST 2023,Wed Nov 15 18:37:09 PST 2023,,,276,100% (1/1),100% (1/1),100% (1/1),no,x,A,two,one,B,one,two,B,two,two,B,three,three,227.839,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,14,Approved,Tue Nov 14 19:14:48 PST 2023,Tue Nov 14 19:27:03 PST 2023,Wed Nov 15 19:27:03 PST 2023,Wed Nov 15 19:27:09 PST 2023,,,735,100% (2/2),100% (2/2),100% (2/2),extremely very well project.its different project.,drag this chart with your mouse or finger to reveal the name of the hidden axis.,A,one,one,A,one,one,A,two,two,B,one,three,467.11,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,15,Approved,Tue Nov 14 14:33:47 PST 2023,Tue Nov 14 14:49:24 PST 2023,Wed Nov 15 14:49:24 PST 2023,Wed Nov 15 14:50:09 PST 2023,,,937,100% (5/5),100% (1/1),100% (1/1),good,x,C,one,three,A,two,three,B,one,three,B,two,three,67.047,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,16,Approved,Tue Nov 14 15:01:36 PST 2023,Tue Nov 14 15:06:29 PST 2023,Wed Nov 15 15:06:29 PST 2023,Wed Nov 15 15:07:09 PST 2023,,,293,100% (1/1),100% (1/1),100% (1/1),good,excel,B,one,two,A,two,three,A,one,two,B,one,three,248.713,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,17,Approved,Tue Nov 14 19:04:45 PST 2023,Tue Nov 14 19:21:45 PST 2023,Wed Nov 15 19:21:45 PST 2023,Wed Nov 15 19:22:09 PST 2023,,,1020,100% (2/2),100% (1/1),100% (1/1),{},elephant,B,two,two,B,one,one,A,one,two,A,one,three,791.052,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,18,Approved,Tue Nov 14 18:59:40 PST 2023,Tue Nov 14 19:42:51 PST 2023,Wed Nov 15 19:42:51 PST 2023,Wed Nov 15 19:43:09 PST 2023,,,2591,100% (3/3),100% (1/1),100% (1/1),good,proposal one,B,one,three,A,one,three,A,one,none,B,one,three,1480.194,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,19,Approved,Tue Nov 14 18:55:20 PST 2023,Tue Nov 14 19:46:43 PST 2023,Wed Nov 15 19:46:43 PST 2023,Wed Nov 15 19:47:09 PST 2023,,,3083,100% (3/3),100% (1/1),100% (1/1),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,2642.294,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,20,Approved,Tue Nov 14 16:57:56 PST 2023,Tue Nov 14 17:07:30 PST 2023,Wed Nov 15 17:07:30 PST 2023,Wed Nov 15 17:08:09 PST 2023,,,574,100% (3/3),100% (1/1),100% (1/1),{},X,B,one,two,A,two,two,B,one,two,B,one,three,109.971,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,21,Approved,Tue Nov 14 14:59:59 PST 2023,Tue Nov 14 15:05:36 PST 2023,Wed Nov 15 15:05:36 PST 2023,Wed Nov 15 15:06:09 PST 2023,,,337,100% (2/2),100% (1/1),100% (1/1),{},x,B,one,two,C,two,three,C,one,three,B,three,three,46.742,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,22,Approved,Tue Nov 14 14:34:06 PST 2023,Tue Nov 14 15:11:35 PST 2023,Wed Nov 15 15:11:35 PST 2023,Wed Nov 15 15:12:09 PST 2023,,,2249,100% (157/157),100% (60/60),100% (1/1),good,x,B,three,two,A,two,three,A,three,one,B,three,one,63.151,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,23,Approved,Tue Nov 14 15:42:45 PST 2023,Tue Nov 14 15:52:45 PST 2023,Wed Nov 15 15:52:45 PST 2023,Wed Nov 15 15:53:09 PST 2023,,,600,100% (417/417),100% (253/253),100% (1/1),{},elephant,B,two,two,A,two,three,A,one,two,B,one,three,521.853,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,24,Approved,Tue Nov 14 14:34:09 PST 2023,Tue Nov 14 15:24:31 PST 2023,Wed Nov 15 15:24:31 PST 2023,Wed Nov 15 15:25:09 PST 2023,,,3022,100% (46/46),100% (1/1),100% (1/1),{},elephant,A,two,two,A,one,one,A,one,two,B,one,three,1057.046,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,25,Approved,Tue Nov 14 18:14:29 PST 2023,Tue Nov 14 18:32:49 PST 2023,Wed Nov 15 18:32:49 PST 2023,Wed Nov 15 18:33:09 PST 2023,,,1100,100% (2/2),100% (1/1),100% (1/1),{},one,A,two,two,A,one,one,A,one,two,B,one,three,378.306,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,26,Approved,Tue Nov 14 14:33:18 PST 2023,Tue Nov 14 15:04:18 PST 2023,Wed Nov 15 15:04:18 PST 2023,Wed Nov 15 15:05:09 PST 2023,,,1860,100% (2/2),100% (1/1),100% (1/1),GOOD,A,A,one,two,A,one,two,A,two,two,A,two,three,194.688,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,27,Approved,Tue Nov 14 14:53:49 PST 2023,Tue Nov 14 15:22:02 PST 2023,Wed Nov 15 15:22:02 PST 2023,Wed Nov 15 15:22:09 PST 2023,,,1693,100% (179/179),100% (1/1),100% (1/1),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,1546.22,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,28,Approved,Tue Nov 14 19:31:43 PST 2023,Tue Nov 14 19:40:40 PST 2023,Wed Nov 15 19:40:40 PST 2023,Wed Nov 15 19:41:09 PST 2023,,,537,100% (2/2),100% (2/2),100% (2/2),excellent project,drag this chart with your mouse or finger to reveal the name of the hidden axis.,B,two,one,A,one,one,A,one,two,B,one,three,242.281,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,29,Approved,Tue Nov 14 18:36:44 PST 2023,Tue Nov 14 18:44:00 PST 2023,Wed Nov 15 18:44:00 PST 2023,Wed Nov 15 18:44:09 PST 2023,,,436,100% (1/1),100% (1/1),100% (1/1),good,y,A,two,two,B,two,three,A,one,two,B,one,one,435.118,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,30,Approved,Tue Nov 14 17:00:58 PST 2023,Tue Nov 14 17:35:42 PST 2023,Wed Nov 15 17:35:42 PST 2023,Wed Nov 15 17:36:09 PST 2023,,,2084,100% (382/382),100% (1/1),100% (1/1),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,1784.307,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,31,Approved,Tue Nov 14 15:42:17 PST 2023,Tue Nov 14 15:58:12 PST 2023,Wed Nov 15 15:58:12 PST 2023,Wed Nov 15 15:59:09 PST 2023,,,955,100% (3373/3373),100% (10/10),100% (1/1),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,680.778,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,32,Approved,Tue Nov 14 16:33:16 PST 2023,Tue Nov 14 16:42:13 PST 2023,Wed Nov 15 16:42:13 PST 2023,Wed Nov 15 16:43:09 PST 2023,,,537,100% (2/2),100% (1/1),100% (1/1),{},elephant,B,one,two,A,one,three,A,one,two,B,one,three,522.647,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,33,Approved,Tue Nov 14 14:33:19 PST 2023,Tue Nov 14 14:39:34 PST 2023,Wed Nov 15 14:39:34 PST 2023,Wed Nov 15 14:40:09 PST 2023,,,375,100% (239/239),100% (65/65),100% (1/1),good,y,B,three,one,B,one,two,A,two,one,A,two,three,136.741,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,34,Approved,Tue Nov 14 14:33:11 PST 2023,Tue Nov 14 14:51:07 PST 2023,Wed Nov 15 14:51:07 PST 2023,Wed Nov 15 14:51:09 PST 2023,,,1076,100% (5725/5725),100% (208/208),100% (2/2),{},a,B,two,two,A,one,one,A,one,two,B,one,three,1012.284,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,35,Approved,Tue Nov 14 14:39:03 PST 2023,Tue Nov 14 14:47:53 PST 2023,Wed Nov 15 14:47:53 PST 2023,Wed Nov 15 14:48:09 PST 2023,,,530,100% (2/2),100% (1/1),100% (1/1),{},elephant,B,one,two,A,one,one,A,one,two,B,one,three,483.011,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,36,Approved,Tue Nov 14 18:07:32 PST 2023,Tue Nov 14 18:23:40 PST 2023,Wed Nov 15 18:23:40 PST 2023,Wed Nov 15 18:24:09 PST 2023,,,968,100% (6/6),100% (1/1),100% (1/1),{},elephant,B,two,two,A,one,one,A,one,two,B,one,three,937.845,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,37,Approved,Tue Nov 14 14:36:32 PST 2023,Tue Nov 14 14:43:02 PST 2023,Wed Nov 15 14:43:02 PST 2023,Wed Nov 15 14:43:09 PST 2023,,,390,100% (4/4),100% (1/1),100% (1/1),"This was a bit confusing, but I think I figured it out and hope I did well!",elephant,B,one,two,A,one,three,A,one,two,B,one,three,385.879,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,38,Approved,Tue Nov 14 14:37:59 PST 2023,Tue Nov 14 15:00:44 PST 2023,Wed Nov 15 15:00:44 PST 2023,Wed Nov 15 15:01:09 PST 2023,,,1365,100% (2607/2607),100% (244/244),100% (42/42),{},elephant,B,one,one,B,one,one,A,one,two,B,one,three,1154.308,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,39,Approved,Tue Nov 14 18:28:10 PST 2023,Tue Nov 14 18:39:51 PST 2023,Wed Nov 15 18:39:51 PST 2023,Wed Nov 15 18:40:09 PST 2023,,,701,100% (2/2),100% (1/1),100% (1/1),good,elephant,B,two,two,A,two,three,A,two,two,B,one,three,635.447,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,40,Approved,Tue Nov 14 14:44:03 PST 2023,Tue Nov 14 14:58:41 PST 2023,Wed Nov 15 14:58:41 PST 2023,Wed Nov 15 14:59:09 PST 2023,,,878,100% (2/2),100% (1/1),100% (1/1),{},width,B,one,two,A,none,three,A,one,two,B,one,one,639.818,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,41,Approved,Tue Nov 14 14:33:35 PST 2023,Tue Nov 14 15:22:33 PST 2023,Wed Nov 15 15:22:33 PST 2023,Wed Nov 15 15:23:09 PST 2023,,,2938,100% (619/619),100% (415/415),100% (216/216),{},elephant,B,one,one,A,one,two,A,one,two,B,one,three,1091.426,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,42,Approved,Tue Nov 14 18:45:21 PST 2023,Tue Nov 14 19:29:36 PST 2023,Wed Nov 15 19:29:36 PST 2023,Wed Nov 15 19:30:09 PST 2023,,,2655,100% (1/1),100% (1/1),100% (1/1),Nice,Depth,B,two,one,A,two,three,A,one,two,B,two,three,293.462,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,43,Approved,Tue Nov 14 15:47:05 PST 2023,Tue Nov 14 15:53:37 PST 2023,Wed Nov 15 15:53:37 PST 2023,Wed Nov 15 15:54:09 PST 2023,,,392,100% (9/9),100% (1/1),100% (1/1),"did my best, hope i was accurate",elephant,B,two,two,B,one,one,A,one,two,B,one,three,389.264,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,44,Approved,Tue Nov 14 18:45:13 PST 2023,Tue Nov 14 19:29:18 PST 2023,Wed Nov 15 19:29:18 PST 2023,Wed Nov 15 19:30:09 PST 2023,,,2645,100% (3/3),100% (1/1),100% (1/1),{},Depth,B,two,one,A,one,three,A,one,two,B,two,three,2081.191,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,45,Approved,Tue Nov 14 14:33:22 PST 2023,Tue Nov 14 14:58:00 PST 2023,Wed Nov 15 14:58:00 PST 2023,Wed Nov 15 14:58:09 PST 2023,,,1478,100% (17908/17908),100% (2/2),100% (2/2),{},elephant,B,one,two,A,one,two,A,one,two,B,one,one,1203.413,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,46,Approved,Tue Nov 14 16:43:54 PST 2023,Tue Nov 14 17:20:16 PST 2023,Wed Nov 15 17:20:16 PST 2023,Wed Nov 15 17:21:09 PST 2023,,,2182,100% (1/1),100% (1/1),100% (1/1),{},x,B,none,one,B,one,one,A,one,two,B,one,three,941.335,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,47,Approved,Tue Nov 14 17:44:47 PST 2023,Tue Nov 14 17:49:31 PST 2023,Wed Nov 15 17:49:31 PST 2023,Wed Nov 15 17:50:09 PST 2023,,,284,100% (89/89),100% (1/1),100% (1/1),IT IS VERY USEFUL TO US,X,B,one,two,B,one,two,A,two,one,C,one,two,108.258,,
Qualify for a HIT about how to compromise,Answer questions correctly to qualify for a single HIT about when groups should compromise.,"compromise, bargain, graphs, charts",$3.00,Tue Nov 14 14:31:16 PST 2023,300,3600,86400,Tue Nov 21 14:31:16 PST 2023,,,48,Approved,Tue Nov 14 14:34:01 PST 2023,Tue Nov 14 14:40:20 PST 2023,Wed Nov 15 14:40:20 PST 2023,Wed Nov 15 14:41:09 PST 2023,,,379,100% (1/1),100% (1/1),100% (1/1),good,x,A,two,one,B,one,two,A,one,two,B,one,one,241.216,,
